Date		Location	Operator	Fatalities	On-board
1-Apr-1997	Tegucigalpa	Honduras	Military - U.S. Air Force	3	10
4-Apr-1997	Griffin	Georgia	Custom Air Service	2	2
10-Apr-1997	Near Wainwright	Alaska	Hageland Aviation Services	5	5
14-Apr-1997	Brazzaville	Democratic Republic Congo	TAAG Angola Airlines	3	7
15-Apr-1997	Gyandzha	Azerbaijan	Azerbaijan Airlines	6	6
16-Apr-1997	Near Sorei	Niger	Military - Niger Air Force	14	14
19-Apr-1997	Tanjung Pandan	Indonesia	Merpati Nusantara Airlines	15	53
23-Apr-1997	Near Konduz	Afghanistan	Military - Afghan Republican Air Force	36	36
8-May-1997	Huangtian	China	China Southern Airlines	35	74
6-Jun-1997	Near Irumu	Congo	Bazair	27	27
10-Jun-1997	Mandalgobi	Mongolia	MIAT - Mongolian Airlines	7	12
3-Jul-1997	Madh Island	India	Elbee Airlines	2	2
5-Jul-1997	Skwentna	Alaska	Air Taxi	4	5
6-Jul-1997	Near Saravena	Colombia	Military - Colombian Army	25	29
9-Jul-1997	Suzano	Brazil	TAM (Brazil)	1	60
11-Jul-1997	Off Santiago de Cuba	Cuba	Cubana de Aviacion	44	44
12-Jul-1997	Skagway	Alaska	Haines Airways - Air Taxi	4	6
17-Jul-1997	Bandung	Indonesia	Sempati Air	30	50
18-Jul-1997	Goroka	New Guinea	Goroka Air Services	2	4
21-Jul-1997	Near Ranong	Thailand	Singapore Airlines	2	2
29-Jul-1997	Calabar	Nigeria	ADC Airlines	1	55
30-Jul-1997	Florence	Italy	Air Littoral	1	17
6-Aug-1997	Agana	Guam	Korean Airlines	228	254
7-Aug-1997	Miami	Florida	Fine Air	4	4
10-Aug-1997	Matsu Island	Taiwan	Formosa Airlines	16	16
10-Aug-1997	"100 miles SW of Kuujjuaq , Quebec"	Canada	Private	2	2
14-Aug-1997	"Tindal , NT"	Australia	Air taxi	5	5
15-Aug-1997	Crici�ma	Brazil	Air taxi - TAM	2	2
29-Aug-1997	Puerto Inirida	Venezuela	SATENA	12	12
3-Sep-1997	Phnom Penh	Cambodia	Vietnam Airlines	65	66
6-Sep-1997	Near Miri	Malaysia	Borneo Airways	10	10
12-Sep-1997	Near Uvira	Zaire	TMK Air Commuter	22	22
13-Sep-1997	Off Namibia	Africa	Military - Luftwaffe / Military - USAF	33	33
26-Sep-1997	Buah Nabar	Indonesia	Garuda Indonesia Airlines	234	234
8-Oct-1997	Near Montrose	Colorado	Scenic Airlines	9	9
9-Oct-1997	Banjul	Gambia	Naysa Aerotaxis	8	9
10-Oct-1997	Nuevo Berlin	Uruguay	Austral Lineas Aeras (Argentina)	74	74
10-Oct-1997	Taipei	Taiwan	Military - Republic of China Air Force	5	5
12-Oct-1997	"Monterey Bay , near Pacific Grove"	California	Private	1	1
29-Oct-1997	Jalal-Abad	Afghanistan	Ariana Afghan Airlines	2	26
30-Oct-1997	"Near La Roche , Alberta"	Canada	?	3	6
8-Nov-1997	Near Barrow	Alaska	Hageland Aviation Services	8	8
5-Dec-1997	Irkutsk-2	Russia	Military - Russian Air Force	23	23
9-Dec-1997	Little Grand Rapids	Canada	Sowind Air	4	17
13-Dec-1997	La Veriente	Bolivia	STAP	10	19
15-Dec-1997	Sharjah	United Arab Emirates	Tajikistan Airlines	85	86
16-Dec-1997	"Near Mackenzie , British Colombia"	Canada	Terry Air Inc.	3	3
17-Dec-1997	Fotina	Greece	Aerosweet Airlines (LVOV)	70	70
19-Dec-1997	Near Palembang	Indonesia	SilkAir	104	104
20-Dec-1997	Tanagra	Greece	Military - Greek Air Force	5	5
27-Dec-1997	Atlantic Ocean	off Angola	Renan Airways	5	5
28-Dec-1997		Over the Pacific Ocean	United Air Lines	1	393
31-Dec-1997	Rio Sidra	Panama	Parsa	10	10
9-Jan-1998	Maiden	North Carolina	Mountain Air Cargo	1	1
13-Jan-1998	Brno	Czech Republic	Aeroservice International	2	2
13-Jan-1998	Tor Kach	Pakistan	Military - Ariana Afghan Airlines	51	51
27-Jan-1998	Yangon (Rangoon)	Myanmar	Myanmar Airways	16	45
2-Feb-1998	Cagyan de Oro	Philippines	Cebu Pacific Air	104	104
3-Feb-1998	"Near Cavalese , Trento"	Italy	Military - U.S. Marine Corps	0	2
4-Feb-1998	Terceira	Portugal	Air Luxor	7	7
5-Feb-1998	Near Navafria	Spain	Military - Spanish Air Force	5	5
12-Feb-1998	Near Nasir	Sudan	Military - Sudan Air Force	27	57
16-Feb-1998	Taipei	Taiwan	China Airlines (Taiwan)	196	196
5-Mar-1998	Near Clarksville	Tennesee	Baron Aviation	1	1
7-Mar-1998	Bismark	North Dakota	Corporate Air	1	1
10-Mar-1998	Mombasa	Kenya	Air Memphis	6	6
18-Mar-1998	Off Hsinchu	Taiwan	Formosa Airlines	13	13
19-Mar-1998	Near Charasyab	Afghanistan	Ariana Afghan Airlines	45	45
22-Mar-1998	Bacolod	Philippines	Philippine Air Lines	0	127
28-Mar-1998	Piura	Peru	Fuerza A�rea del Peru	22	55
31-Mar-1998	Near Mexico City	Mexico	Linea A�rea Mexicana de Carga	2	4
20-Apr-1998	Near Bogota	Colombia	Air France	53	53
5-May-1998	Andoas	Peru	Fuerza A�rea del Peru	75	88
12-May-1998	Near Nema	Mauritania	Military - Mauritanian Air Force	39	42
25-May-1998	Indian Trail	North Carolina	Air Taxi - US Helicopters Inc.	5	5
25-May-1998	Near Longtiang	Laos	Military - Lao People's Liberation Army Air Force	26	26
26-May-1998	Near Erdenet	Mongolia	MIAT - Mongolian Airlines	28	28
18-Jun-1998	Montreal	Canada	Propair	11	11
25-Jun-1998	Mt. Waialeale	Hawaii	Air Taxi - Ohana Helicopter Tours	6	6
13-Jul-1998	Off Rasal	United Arab Emirates	ATI Aircompany	8	8
16-Jul-1998	C�rdoba	Argentina	Alas del Sur	3	3
17-Jul-1998	Asmara	Eritrea	Ukraine Aviation Transport Company	10	10
23-Jul-1998	Pico de Orizaba	Mexico	Military - Mexican Air Force	4	4
27-Jul-1998	Southhampton	England	Plane Sailing	4	18
28-Jul-1998	Barcelona	Spain	Swifair	2	2
29-Jul-1998	Manacapuru River	Brazil	Selva Taxi Aero	5	24
30-Jul-1998	Near Quiberon	France	Proteus Air / Private	15	15
30-Jul-1998	Kochi	India	Alliance Airlines	6	6
4-Aug-1998	"Kincolith , British Columbia"	Canada	Harbour Air Seaplanes Ltd.	5	5
11-Aug-1998	Saurimo	Angola	Alada	1	13
19-Aug-1998	Foveaux Strait	New Zealand	Vincent Aviation	5	10
21-Aug-1998	Near Ghorepani	Nepal	Lumbini Airways	18	18
23-Aug-1998	Roseau	Dominica	Air Anguilla	11	11
24-Aug-1998	Manibagi	Myanmar	Myanmar Airways	44	44
24-Aug-1998	Pretoria	South Africa	Speed Service Couriers	1	2
29-Aug-1998	Quito	Ecuador	Cubana de Aviacion	70	91
2-Sep-1998	"Off Peggy's Cove , Nova Scotia"	Canada	Swissair	229	229
2-Sep-1998		Angola	Permaviatrans	24	24
9-Sep-1998	Port Alsworth	Alaska	Rusts Flying Service Inc.	5	5
10-Sep-1998	Islamabad	Pakistan	Military - Pakistan Air Force	5	5
14-Sep-1998	Mount Cook	New Zealand	Air taxi - Air Safaris Inc.	3	3
25-Sep-1998	Near Nador	Morroco	Paukn Air	38	38
28-Sep-1998	Praia	Cape Verde	Cabo Verde Airlines	1	22
29-Sep-1998	Off Mannar	Sri Lanka	Lionair	55	55
2-Oct-1998	Near Canaima	Venezuela	Servivensa	1	27
10-Oct-1998	Near Kindu	Congo	Congo Airline	41	41
21-Oct-1998	Fortaleza	Brazil	Capital Taxi Aereo	3	3
21-Oct-1998	Yerevan	Armenia	Ararat Avia	0	37
25-Oct-1998	Rwenzori mountains	Uganda	TanaMana Aviation	4	11
1-Nov-1998	Near Quetzaltenango	Guatemala	Living Water Teaching Ministries Charter	11	18
11-Nov-1998	Near Krasnoyarsk	Russia	Sakha Airlines	13	13
17-Nov-1998	Koror	Nepal	Paradise Air	9	9
21-Nov-1998	Edgewater	Maryland	Private	1	1
23-Nov-1998	Victoria	British Columbia	Regency Express Air	2	2
27-Nov-1998	King Island	Tasmania	?	4	6
2-Dec-1998	Umpire	Arkansas	Yates Aviation	1	1
7-Dec-1998	Baie-Comeau	Canada	Air Satellite	7	10
11-Dec-1998	Near Surat Thani	Thailand	Thai Airways	102	146
14-Dec-1998	Near Cuito	Angola	Khors Aircompany	11	11
17-Dec-1998	Saurimo	Angola	Zanex	1	10
22-Dec-1998	Medell�n	Colombia	SELVA	5	5
26-Dec-1998	Vila Nova	Angola	Transafrik	14	14
2-Jan-1999	Near Huambo	Angola	Transafrik - United Nations Charter	9	9
12-Jan-1999	"Guernsey , Channel Islands"	England	Channel Express	2	2
13-Jan-1999	Geilenkirchen	Germany	Military - German Air National Guard	4	4
13-Jan-1999	"Mayne Island , British Columbia"	Canada	Kelowna Flightcraft Air Charter	2	2
16-Jan-1999	"Coconut Island , QLD"	Australia	Uzu Air	3	4
17-Jan-1999	Jumla	Nepal	Necon Air	4	12
21-Jan-1999	Bluefields	Nicaragua	Fuerza A�rea Nicaragua	28	28
2-Feb-1999	Luanda	Angola	Savannair	14	14
3-Feb-1999	Hoskins	Papua New Guinea	Airlink	11	11
8-Feb-1999	Kinshasa	Democratic Republic Congo	Air Karibu	7	7
12-Feb-1999	Near Bishop	California	Ameriflight	1	1
24-Feb-1999	Rui'an	China	China Southwest Airlines	61	61
25-Feb-1999	Genoa	Italy	Minerva Airlines	4	31
7-Mar-1999	New Delhi	India	Military - Indian Air Force	19	19
18-Mar-1999	Near Tame	Colombia	ALIANSA Colombia	8	8
19-Mar-1999	"Davis Inlet , Newfoundland"	Canada	Provincial Airlines	1	2
7-Apr-1999	Near Ceyhan	Turkey	Turkish Airlines (THY)	6	6
7-Apr-1999	Ribeirao Preto	Brazil	Manac� T�xi A�reo	5	5
8-Apr-1999	Near Malaga	Colombia	Aerotaca	5	5
15-Apr-1999	Shanghi	China	Korean Air	3	3
8-May-1999	Off Port Vila	Vanuatu	Vanair	7	12
24-May-1999	Kuching	Malaysia	Military - Malaysian Air Force	5	5
29-May-1999	Ol Kiombo	Kenya	Malindi Air Services	2	2
1-Jun-1999	Little Rock	Arkansas	American Airlines	11	145
3-Jun-1999	Near Khartoum	Sudan	Military - Sudan Air Force	50	50
9-Jun-1999	Juneau	Alaska	Air Taxi - Coastal Helicopters Inc.	7	7
9-Jun-1999	Coron	Philippines	Pacific Airways	1	1
17-Jun-1999	Goroka	Papua New Guinea	Airlink	17	17
25-Jun-1999	"Long Haul Lake , Manatoba"	Canada	Blue Water Aviation Services	1	2
30-Jun-1999	Seraing	Belgium	Nightexpress	2	2
1-Jul-1999	Luzamba	Angola	Savanair	1	5
2-Jul-1999	Sittwe	Myanmar	Myanmar Airways	8	8
4-Jul-1999	Villavicencio	Colombia	LANC Colombia	5	18
7-Jul-1999	Near Kathmandu	Nepal	Lufthansa Cargo Airlines	5	5
9-Jul-1999	Toluca	Mexico	Aero Jet Express	4	4
16-Jul-1999	Off Martha's Vineyard	Massachusetts	Private	3	3
20-Jul-1999	Near Bluefields	Nicaragua	La Costena	16	16
23-Jul-1999	Near Orito	Colombia	Military - U.S. Army	7	7
23-Jul-1999	Tokyo	Japan	All Nippon Airways	1	517
24-Jul-1999	Nasevou Village	Fiji	Air Fiji	17	17
31-Jul-1999	Marine City	Michigan	Private	10	10
7-Aug-1999	Santo Antao	Cape Verde Islands	TACV-Cabo Verde Airlines	18	18
12-Aug-1999	Sept-�les	Canada	Regionnair	1	4
22-Aug-1999	Hong Kong	China	China Airlines (Taiwan)	3	315
24-Aug-1999	Hualian	Taiwan	Uni Air	1	96
26-Aug-1999	Turtkul	Uzbekistan	Uzbekistan Airways	2	33
31-Aug-1999	Buenos Aires	Argentina	"LAPA, Lineas Aereas Privadas Argentinas"	64	103
1-Sep-1999	Mount Meru	Tanzania	Northern Air (Tanzania)	12	12
3-Sep-1999	Glasgow	Scotland	Edinburgh Air Charter	8	11
5-Sep-1999	Near Kathmandu	Nepal	Necon Air	15	15
5-Sep-1999	Westerly	Rhode Island	Air Taxi - New England Airlines	3	5
14-Sep-1999	Bucharest	Romania	Greek Government	7	13
14-Sep-1999	Girona	Spain	Britannia Airways	1	245
14-Sep-1999	Belelm	Brazil	Norte Jet T�xi A�reo	2	2
17-Sep-1999	Mt. Hidalgo	Mexico	Military - Mexican Air Force	5	5
25-Sep-1999	Mt. Mauna Loa	Hawaii	Big Island Airlines	10	10
2-Oct-1999	Dhahran	Saudi Arabia	Aramco Associated Company	12	20
24-Oct-1999	Off Genova	Italy	Avioriprese Jet Executive	3	3
24-Oct-1999	San Carlos	Venezuela	Military - Venezuelan Army	6	6
25-Oct-1999	Aberdeen	South Dakota	Private charter	6	6
31-Oct-1999	Charllis	Idaho	Air Taxi - Stanley Air Taxi	4	4
31-Oct-1999	Off Nantucket Island	Massachusetts	EgyptAir	217	217
9-Nov-1999	Near Uruapan	Mexico	TAESA	18	18
12-Nov-1999	Near Pristina	Kosovo	Si Fly - U.N. charter	24	24
26-Nov-1999	Nairobi	Kenya	DHL Aviation Africa	4	4
5-Dec-1999	Moscow	Russia	Tashkent Aircraft Production Corporation	5	7
6-Dec-1999	Johannesburg	South Africa	Charter - Flightline Charter Services	9	9
7-Dec-1999	Bethel	Alaska	Air Taxi - Grant Aviation Inc.	6	6
7-Dec-1999	Near Bayombang	Philippines	Asian Spirit	17	17
9-Dec-1999	Near Sundsvall	Sweden	Charter - Twin Air HB	8	8
9-Dec-1999	Near Branson	Missouri	College of the Ozarks	6	6
10-Dec-1999	Kuwait City	Kuwait	Military - U.S. Air Force	3	94
11-Dec-1999	Sao Jorge	Azores (Portugal)	SATA	35	35
21-Dec-1999	Guatemala City	Guatemala	Cubana de Aviacon	16	314
22-Dec-1999	Great Hallingbury	United Kingdom	Korean Air	4	4
24-Dec-1999	"Amritsar , India / Kandahar"	Afghanistan	Indian Airlines	1	189
25-Dec-1999	Bejuma	Venezuela	Cubana de Aviacion	22	22
25-Dec-1999	Near Simara	Nepal	Skyline Airways	10	10
29-Dec-1999	Near Zonguldak	Turkey	Ecuato Guineana de Aviacion	6	6
5-Jan-2000	Abuja	Nigeria	Skypower Express Airways	1	16
10-Jan-2000	Niederhasli	Switzerland	Crossair	10	10
13-Jan-2000	Off Marsa el-Brega	Libya	Avisto	22	41
15-Jan-2000	San Jose	Costa Rica	TACA	5	20
25-Jan-2000	Near Ankara	Turkey	Top Air - Air Taxi	4	4
30-Jan-2000	Off Abidjan	Ivory Coast	Kenya Airways	169	179
31-Jan-2000	Off Point Mugu	California	Alaska Airlines	88	88
2-Feb-2000	Tehran	Iran	Military - Islamic Republic of Iran Air Force	8	8
5-Feb-2000	Iliamna	Alaska	"Air Taxi - Iliamna, Air Taxi Inc."	6	6
16-Feb-2000	Sacramento	California	Emery Worldwide	3	3
5-Mar-2000	Burbank	Calilfornia	Southwest Airlines	0	142
9-Mar-2000	Moscow	Russia	Vologodskiye Airlines	9	9
17-Mar-2000	Near Kuna Yala	Panama	Aeroperlas	10	10
17-Mar-2000	Ennadai Lake	Canada	Points North Air Services	2	2
22-Mar-2000	Herreira	Spain	Military - Ej�rcito del Aire	?	?
24-Mar-2000	Kadirana	Sri Lanka	Sky Cabs	6	8
25-Mar-2000	Huambo	Angola	Uralex	3	33
30-Mar-2000	Near Anuradhapura	Sri Lanka	Sri Lankan Air Force	40	40
1-Apr-2000	Near Gualeguaychu	Argentina	Taxval	1	1
5-Apr-2000	Marianna	Florida	Bankair	3	3
19-Apr-2000	Bukavu	Democratic Republic Congo	Kivu Air Services	2	2
19-Apr-2000	Samal Island	Philippines	Air Philippines	131	131
19-Apr-2000	Pepa	Congo	Military - Centrafricain Airlines	24	24
29-Apr-2000	Bapi	Papua New Guinea	North Coast Aviation	4	4
2-May-2000	Lyon Satolas	France	Northern Executive Aviation	2	5
3-May-2000	Kurupung	Guyana	Trans Guyana Airways	1	1
10-May-2000	Kaunakakai	Hawaii	Price Aircraft Company	6	6
17-May-2000	Moanda	Gabon	Avirex	3	10
21-May-2000	Near Wilkes-Barre	Pennsylvania	Executive Airlines	19	19
25-May-2000	Paris	France	Streamline	1	2
25-May-2000	Near Manila	Philippines	Philippine Air Lines	1	298
31-May-2000	Off Whyalla	Australia	Whyalla Airlines	8	8
5-Jun-2000	Accra	Ghana	Ghana Airlink	7	52
14-Jun-2000	Liverpool	England	ANT Air Taxi	5	5
21-Jun-2000	Cuiaba	Brazil	Air taxi - Jao Air Taxi	4	4
22-Jun-2000	Shitai	China	Wuhan Airlines	44	44
23-Jun-2000	Boca Raton	Florida	Universal Jet Aviation	3	3
27-Jun-2000	Off Shimano	Japan	Military - Japanese Air Self-Defence Force	5	5
2-Jul-2000	Off Cagayancillo	Philippines	Military - Philippine Air Force	14	15
8-Jul-2000	Near Villahermosa	Mexico	Aerocaribe	19	19
9-Jul-2000	Villavicencio	Colombia	CORAL Colombia	13	19
13-Jul-2000	Raleigh	North Carolina	Win Win Aviation	1	3
17-Jul-2000	Patna	India	Indian Airlines/Alliance Airlines	55	58
19-Jul-2000	Linneus	Maine	Airwave Transport	2	2
20-Jul-2000	Nassau	Bahamas	Allied Air Freight	2	2
21-Jul-2000	Maui	Hawaii	Blue Hawaiian Helicopters	7	7
25-Jul-2000	Gonesse	France	Air France	109	109
26-Jul-2000	Mafraq	Jordan	Military - Royal Jordanian Air Force	13	13
27-Jul-2000	Jodhura	Nepal	Royal Nepal Airlines	25	25
2-Aug-2000	Cubatao	Brazil	Air taxi - Lider Air Taxi	6	6
6-Aug-2000	Puerto Montt	Chile	Military - Fuerza A�rea de Chile	14	14
9-Aug-2000	Burlington Township	New Jersey	Patuxent Airways / Private	11	11
12-Aug-2000	Near Tshikapa	Congo	Staer Air	27	27
14-Aug-2000	"Teslin Lake , British Columbia"	Canada	RCMP-GRC Air Services	2	2
15-Aug-2000	Lumber City	Georgia	Air Taxi	3	3
23-Aug-2000	Off Manama	Bahrain	Gulf Air	143	143
25-Aug-2000	Hilo Bay	Hawaii	Big Island Airlines	1	9
26-Aug-2000	Near La Fortuna	Costa Rica	SANSA	10	10
2-Sep-2000	Mount Montezuma	Colombia	Military - Fuerza A�rea Colombiana	7	7
4-Sep-2000	Near Burketown	Australia	Charter - Central Air	8	8
16-Sep-2000	Kumarapura	Sri Lanka	Military - Sri Lanka Air Force	14	14
18-Sep-2000	Nuiqsut	Alaska	Cape Smythe Air Service	5	10
6-Oct-2000	Reynosa	Mexico	Aeromexico	0	88
8-Oct-2000	"Port Radium , Northwest Territories"	Canada	Summit Air Charters	3	3
9-Oct-2000	Lummi Island	Washington	Empire Airlines	1	1
10-Oct-2000	Wichita	Kansas	Bombardier Aerospace	2	3
16-Oct-2000	Hillsboro	Missouri	Private	3	3
19-Oct-2000	Near Sam Neua	Laos	Lao Aviation	8	17
25-Oct-2000	Near Batumi	Republic of Georgia	Military - Russian Air Force	86	86
31-Oct-2000	Taipei	Taiwan	Singapore Airlines	83	179
31-Oct-2000	Near Monaquimbundo	Angola	Aca-Ancargo	44	44
7-Nov-2000	Luabo	Democratic Republic Congo	Malu Aviation	2	11
9-Nov-2000	Fort Wayne	Indiana	Superior Aviation	1	1
15-Nov-2000	Near Luanda	Angola	Asa Pesada	57	57
20-Nov-2000	Miami	Florida	American Airlines	1	114
25-Nov-2000	Cordoba	Spain	Mayoral Executive Jet	1	2
11-Dec-2000	"Near Sumacal , Beni"	BO	Servicio Aereo Manchupo	6	6
4-Jan-2001	Zheng Zou AB	China	Military - People's Liberation Army	16	16
8-Jan-2001	Near Silimo	Indonesia	Military - Tentara Nasional Indonesia Navy	9	9
14-Jan-2001	Near Lake Point	Utah	Skydive Salt Lake - Charter	9	9
23-Jan-2001	Eider Point	Alaska	Majestic Air Cargo	2	2
25-Jan-2001	Ciudad Bolivar	Venezuela	Rutaca Airlines	24	24
27-Jan-2001	Byers	Colorado	North Bay Charter	10	10
31-Jan-2001	El Yopal	Colombia	Lineas Aereas Suramericanas	3	6
8-Feb-2001	Beaver Island	Minnesota	Northern Illinois Flight Center	2	6
8-Feb-2001	Nurnberg	Germany	E.A.S. Aeroservizi	3	3
10-Feb-2001	Jakobkondre	Suriname	Gum Air Charter	10	10
27-Feb-2001	Near Granton Harbour	Scotland	Loganair	2	2
2-Mar-2001	Rio Azul Farm	Brazil	Air taxi - Cuiaba Air Taxi	6	6
3-Mar-2001	Unadilla	Georgia	Military - Florida Army National Guard	21	21
3-Mar-2001	Bangkok	Thailand	Thai Airways	1	5
15-Mar-2001	Medina	Saudi Arabia	Vnukovo Airlines	3	174
17-Mar-2001	Near Lubango	Angola	Sociedade de Aviacao Ligeira Charter	16	17
24-Mar-2001	"Gustavia , St. Barth�l�my"	French West Indies	Air Caraibes	19	19
26-Mar-2001	Jadura	Indonesia	Merpati Nusantara Airlines	3	3
29-Mar-2001	Near Aspen	Colorado	Avjet Corp	18	18
29-Mar-2001	Near Aspen	Colorado	Jetwingsco Inc. - Private Charter	18	18
2-Apr-2001	Ashbaubenon	Wisconsin	Jet Wings	1	1
4-Apr-2001	Adar Yeil	Sudan	Military - Sudan Air Force	14	30
7-Apr-2001	Thanh Tranh Village	Vietnam	SFC Vietnam - Charter - Full Account	16	16
28-Apr-2001	Near Roque Perez	Argentina	Private - Techint  group	10	10
16-May-2001	Malatya	Turkey	Military - Turkish Air Force	34	34
17-May-2001	Near Sari	Iran	Faraz Qeshm Airlines	30	30
17-May-2001	Mendoza	Argentina	Fuerza A�rea Argentina	5	5
22-May-2001	Near Myakotino	Russia	Military - Russian Air Force	7	7
15-Jun-2001	Jayapura	Indonesia	Manunggal Air	1	19
4-Jul-2001	Near Irkutsk	Russia	Vladivostokavia	145	145
5-Jul-2001	Off Chinhae	South Korea	Private  - Daewoo Shipbuilding	8	12
12-Jul-2001	Near Puerto Cabello	Venezuela	Private - Overtec Company	13	13
14-Jul-2001	Near Moscow	Russia	Russ Air Transport Company	10	10
30-Jul-2001	Haines	Alaska	Air Taxi	6	6
5-Aug-2001	Reykjav�k	Iceland	Naske Air	3	3
10-Aug-2001	Near Meadview	Arizona	Papillon Grand Canyon Helicopters of Las Vegas	6	7
23-Aug-2001	Mugogo	Democratic Republic Congo	Victoria Airlines	4	11
24-Aug-2001	"Lajes , Terceira"	Azores	Air Transat	0	304
24-Aug-2001	Ithaca	New York	Ameristar Jet Charter	2	2
25-Aug-2001	Marsh Harbour	Bahamas	Blackhawk Int. Airways  - Private charter	9	9
29-Aug-2001	Near Malaga	Spain	Binter Mediterr�neo	4	47
11-Sep-2001	New York City	New York	United Air Lines	65	65
11-Sep-2001	New York City	New York	American Airlines	92	92
11-Sep-2001	Shanksville	Pennsylvania	United Air Lines	44	44
11-Sep-2001	Arlington	Virginia.	American Airlines	64	64
12-Sep-2001	Near Chichen Itza	Mexico	Aero Ferinco Charter	19	19
15-Sep-2001	Belo Horizonte	Brazil	TAM (Brazil)	1	82
18-Sep-2001	Guatemala City	Guatemala	Atlantic Airlines	9	13
3-Oct-2001	Decatur Island	Washington	Aeronautical Services - Air Taxi	3	3
4-Oct-2001	110 miles SW of Sochi	Russia	Sibir Airlines	78	78
8-Oct-2001	"Mollet Lake , Quebec"	Canada	Air Saint Maurice Inc.	3	7
8-Oct-2001	Milan	Italy	Scandinavian Airlines (SAS) / Private	114	114
10-Oct-2001	Off Valencia	Spain	Flightline	10	10
10-Oct-2001	Dillingham	Alaska	PenAir	10	10
11-Oct-2001	Shamattawa	Canada	Perimeter Airlines	2	3
13-Oct-2001	Near Humiata	Brazil	Air Taxi - Continental Air Taxi	3	6
18-Oct-2001	Anchorage	Alaska	ERA Aviation - Air Taxi	3	5
12-Nov-2001	"Belle Harbor , Queens"	New York	American Airlines	260	260
19-Nov-2001	Kalyazin	Russia	Charter - IRS Aero	27	27
22-Nov-2001	Pittsburgh	Pennsylvania	Universal Jet Aviation	2	2
23-Nov-2001	Palade	Estonia	ELK Aviation Co. (leased from Eminex)	2	17
24-Nov-2001	Birchwil	Switzerland	Crossair	24	33
27-Nov-2001	Port Harcourt	Nigeria	MK Airlines	1	13
28-Nov-2001	San Jer�nimo de Moravia	Costa Rica	SANSA	3	8
1-Dec-2001	Near Novaya Inya	Russia	"Military - Russian, cargo"	18	18
1-Dec-2001	Bessemer	Alabama	Air Carriers	2	2
10-Dec-2001	Sierra Blanca	Texas	Air Cargo Express	2	2
14-Dec-2001	Geti	Democratic Republic Congo	Eagle Air	6	6
16-Dec-2001	Near Medellin	Colombia	Heliandes	16	16
20-Dec-2001	Zurich	Switzerland	Eagle Air	2	2
26-Dec-2001	Bremerhaven	Germany	BAL Bremerhaven Airline	8	9
1-Jan-2002	Hollywood	Florida	Air Taxi - Air Taxi Inc.	1	5
4-Jan-2002	Birmingham	England	Agco Corp	5	5
9-Jan-2002	Shamsi AFB	Pakistan	Military - U.S. Air Force	7	7
14-Jan-2002	Bilbao	Spain	Ibertrans A�rea	3	3
15-Jan-2002	Chilpancingo	Mexico	Procuradur�a General de la Rep�blica	5	17
16-Jan-2002	Near Solo	Indonesia	Garuda Indonesia Airlines	1	62
17-Jan-2002	Near La Bonita	Ecuador	Petroproducci�n	26	26
19-Jan-2002	Near Milford Sound	New Zealand	Air Fiordland	6	6
27-Jan-2002	Near Luena	Angola	Military - Angolan  Air Force	5	40
28-Jan-2002	Near Ipiales	Colombia	TAME	92	92
2-Feb-2002	Ellsworth AFB	South Dakota	Military - U.S. Air Force	2	2
12-Feb-2002	Near Khorramabed	Iran	Iran Air Tours	117	117
15-Feb-2002	Monrovia	Liberia	Tiramavia	1	10
21-Feb-2002	Lakhta	Russia	Military - Russian Navy	17	20
22-Feb-2002	Off Dumaguete	Philippines	Military - U.S. Army	10	10
9-Mar-2002	Monte Rotondo	Italy	Svedijos Prek�s	3	3
14-Mar-2002	Near Placetas	Cuba	Charter - Aerotaxi	17	17
15-Mar-2002	Alma	Wisconsin	Priorty Air Charter	1	1
17-Mar-2002	Off Djibouti	Republic of Djibouti	Djibouti Airlines	4	4
1-Apr-2002	"Near Cairns , QLD"	Australia	Air Taxi	4	4
12-Apr-2002	Palma de Mallorca	Spain	Tadair	2	2
15-Apr-2002	Busan	South Korea	Air China	128	166
18-Apr-2002	"Near Sweers Island , QLD"	Australia	Air taxi	6	6
19-Apr-2002	Popay�n	Colombia	SELVA Colombia	3	8
24-Apr-2002	Near Olancho	Honduras	Private	6	6
28-Apr-2002	Near Abakan	Russia	Private	8	20
4-May-2002	Kano	Nigeria	EAS Airlines (Executive Airline Services)	74	77
7-May-2002	Near Tunis	Tunisia	EgyptAir	14	62
7-May-2002	Off Dalian	China	China Northern Airlines	112	112
21-May-2002	Near Calabar	Nigeria	Sky Executive Air Services	5	5
25-May-2002	Near Nabire	Indonesia	Trigana Air Service	6	6
25-May-2002	Off Penghu Island	Taiwan	China Airlines (Taiwan)	225	225
1-Jun-2002	George	South Africa	Airquarius Aviation - Charter	3	3
2-Jun-2002	Near Ndalatando	Angola	Military - Angolan Armed Forces	20	25
4-Jun-2002	"Oiapoque , Amapa"	Brazil	Marco Zero Air Taxi	5	5
11-Jun-2002	Winnipeg	Manitoba	Keystone Air Services Ltd. - Air Taxi	1	8
12-Jun-2002	Near Gardez	Afghanistan	Military - U.S. Air Force	3	10
